lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
47,1,150.3,7,2,4,1,1,0,3,0
29,3,186.2,10,5,4,2,0,0,3,1
2,0,80.0,1,29,4,1,0,0,0,1
6,0,79.0,7,12,2,1,0,0,0,1
44,1,71.1,3,9,4,3,0,3,0,1
108,2,123.25,7,5,4,5,1,0,0,0
82,0,99.45,3,24,4,3,1,0,3,1
92,0,90.95,4,25,4,3,1,0,0,0
28,0,156.0,5,20,4,2,0,0,3,0
14,0,73.0,5,27,3,1,0,0,0,1
213,1,94.5,8,12,4,2,1,3,0,1
26,0,115.0,4,15,4,2,0,3,0,0
52,0,72.0,12,9,3,2,1,0,0,1
10,0,146.0,7,11,3,3,1,0,0,1
32,0,109.87,9,25,4,3,2,0,3,1
213,1,108.95,8,2,4,5,0,0,0,0
0,0,132.44,5,1,4,0,2,0,0,1
14,1,78.54,9,4,4,3,2,0,3,1
59,2,138.6,12,24,4,1,2,0,3,1
39,2,135.9,9,12,4,0,1,0,0,1
216,1,86.63,7,18,4,1,1,0,1,0
2,1,127.33,8,17,4,2,1,0,0,1
92,0,150.3,8,20,4,2,2,0,3,0
48,1,78.54,10,14,4,4,1,0,3,1
41,2,132.67,10,26,4,3,0,0,0,1
114,0,72.25,8,22,3,3,1,0,0,1
178,0,88.77,8,27,4,1,1,0,1,0
99,2,137.7,7,15,4,2,1,0,3,1
19,0,46.4,2,15,3,4,1,0,0,1
96,2,135.72,10,21,4,3,2,0,3,1
264,1,95.4,7,4,4,2,1,0,0,0
16,1,131.0,7,28,4,2,0,0,0,0
88,0,121.5,5,13,4,2,0,0,0,1
0,0,145.0,10,21,4,1,0,0,0,1
26,1,79.85,10,4,4,3,2,0,3,0
18,0,87.0,2,21,3,2,2,0,0,1
5,1,76.58,11,10,4,4,0,0,3,1
21,0,64.8,3,1,3,1,0,0,0,1
105,3,102.83,11,12,4,5,2,0,0,1
75,1,76.5,10,31,4,2,2,0,0,0
32,0,150.3,3,31,4,3,1,0,0,0
62,1,58.94,3,4,4,2,2,0,0,1
40,1,73.9,1,22,4,2,1,0,0,1
7,2,90.0,8,26,4,4,0,0,0,1
32,1,109.0,10,27,4,3,0,3,0,1
110,1,85.87,11,2,4,3,0,3,0,1
76,1,237.2,6,17,4,2,2,0,1,1
0,1,0.0,3,29,1,2,0,0,0,1
52,0,37.33,12,5,3,1,2,0,0,1
89,0,126.9,5,7,4,1,1,0,0,0
81,0,132.3,10,8,4,3,2,0,3,0
62,1,115.04,9,27,4,2,0,0,3,1
115,0,131.4,8,26,4,2,2,0,3,0
109,1,76.5,7,16,4,1,0,0,0,0
23,2,95.0,4,2,3,2,2,0,0,1
45,2,94.5,10,20,4,1,0,0,0,1
69,0,150.3,7,2,4,1,0,0,3,0
1,1,103.0,2,27,4,1,0,0,0,1
314,0,68.66,12,26,4,6,3,3,0,0
4,4,0.0,7,5,1,1,0,0,0,1
58,1,125.1,6,21,4,1,0,0,0,1
6,1,0.0,6,20,1,0,1,0,3,1
54,1,73.5,2,27,4,1,2,3,0,0
136,1,105.3,8,3,4,3,0,0,0,1
83,1,141.1,7,28,4,3,0,0,3,1
17,1,143.43,11,9,4,4,0,0,3,1
15,1,130.0,2,19,4,2,0,0,3,1
98,1,115.6,4,12,3,3,0,0,3,1
74,0,114.3,3,24,4,3,0,0,3,0
52,1,99.9,6,20,4,3,1,0,0,1
69,0,123.98,9,1,4,6,2,3,0,0
14,0,65.0,6,15,2,1,0,0,0,1
72,1,151.2,10,18,4,3,0,0,3,0
6,0,87.0,12,18,4,2,1,0,0,1
10,0,66.0,1,28,2,1,0,0,0,1
45,1,152.1,9,15,4,1,0,0,0,1
22,0,97.6,8,31,4,2,0,0,0,1
154,3,126.9,9,8,4,3,0,0,0,1
14,0,187.0,7,3,4,1,2,0,3,0
6,0,49.59,11,28,4,3,1,3,0,1
96,1,118.8,6,29,4,2,0,0,0,1
33,0,123.82,10,2,4,3,2,1,3,0
218,1,90.95,8,20,4,3,2,0,0,0
4,2,133.0,2,28,4,2,2,0,3,1
1,0,65.0,9,2,2,2,0,0,0,1
129,2,151.84,8,3,4,5,2,0,3,1
156,0,99.45,8,2,4,4,0,0,0,0
115,0,1.0,2,27,4,1,0,0,0,1
66,0,75.0,10,9,3,2,1,0,0,1
71,0,115.6,6,1,3,4,1,0,3,0
1,0,95.65,8,23,4,2,0,3,3,1
36,1,100.0,10,28,3,2,1,0,0,1
99,1,72.25,12,15,4,3,0,0,0,1
76,1,207.9,9,4,4,0,2,0,5,0
75,0,75.0,11,29,3,5,0,0,0,1
31,1,134.1,10,4,4,1,0,0,0,1
22,0,0.0,2,2,1,2,0,0,0,1
1,0,107.03,8,20,4,1,0,3,0,1
9,2,148.0,8,14,4,1,2,3,0,1
42,0,62.8,3,25,3,2,1,3,0,1
62,2,102.6,12,7,4,1,0,0,3,1
34,0,152.1,7,29,4,1,0,0,0,1
44,1,104.4,3,31,4,1,0,0,3,1
90,1,90.9,4,18,4,2,1,0,0,0
72,0,70.72,11,18,4,2,2,0,0,1
73,2,159.3,5,25,4,2,0,0,3,1
72,0,95.0,9,21,3,3,0,0,0,1
89,1,68.0,7,6,4,4,1,0,0,0
9,1,130.0,8,20,4,1,0,0,0,0
53,0,96.3,3,6,4,1,2,0,3,0
87,2,69.53,10,31,4,2,1,0,0,1
8,0,72.22,12,6,4,1,2,0,3,1
1,1,66.0,2,3,2,1,0,0,0,1
21,2,164.0,10,10,4,3,1,0,3,1
4,0,65.0,9,19,2,0,1,0,0,1
214,0,90.9,8,16,4,3,0,0,0,0
13,0,40.0,12,13,3,5,2,0,0,1
3,0,120.0,6,10,3,2,0,0,0,1
32,0,85.0,10,15,3,1,1,0,0,1
200,0,213.6,10,31,4,2,1,1,5,0
61,2,102.6,12,2,4,2,0,0,3,1
34,0,65.0,3,4,3,3,2,0,0,1
134,2,137.7,9,29,4,3,1,0,3,0
83,1,97.54,7,23,4,1,2,0,1,1
288,0,107.38,12,25,4,4,2,0,3,1
203,0,58.14,8,3,4,4,0,3,0,0
70,2,61.56,4,2,4,3,2,0,0,1
72,1,110.8,12,30,4,4,0,0,0,1
63,0,193.68,11,7,4,2,1,0,5,1
85,0,102.43,4,28,4,3,1,3,0,0
68,0,132.6,5,21,4,3,2,0,3,0
65,1,125.1,9,27,4,3,0,3,0,1
69,2,135.9,8,16,4,3,0,0,0,1
2,1,177.5,8,16,4,2,0,0,0,1
1,0,71.65,8,1,4,1,1,3,0,1
89,1,150.3,8,15,4,1,1,0,3,1
158,0,138.83,8,14,4,4,2,1,0,0
3,0,139.0,8,6,4,1,0,3,0,0
156,1,158.95,8,28,4,2,2,0,5,0
50,0,75.0,3,29,3,3,0,0,0,1
24,0,80.0,12,2,3,2,1,0,0,1
5,0,105.0,9,8,4,3,0,0,0,1
174,1,99.45,8,12,4,2,2,0,0,1
1,0,0.0,8,20,1,2,0,0,0,1
3,0,46.54,8,31,3,3,1,0,0,1
36,0,71.25,10,29,3,3,1,0,3,1
94,0,123.3,7,21,4,3,1,0,3,1
72,1,104.4,3,14,4,2,1,0,3,1
60,0,78.3,2,5,4,2,1,0,0,1
78,2,177.3,4,7,4,2,0,0,5,1
113,1,82.0,3,22,3,3,0,0,0,1
167,0,119.85,9,3,4,5,2,0,0,0
48,0,157.5,7,2,4,3,2,0,3,0
100,0,132.18,5,2,4,3,1,0,0,0
58,2,159.3,6,10,4,2,1,0,3,1
49,2,72.25,6,17,3,3,2,3,0,1
4,0,106.14,8,14,4,5,2,0,0,1
41,0,142.2,6,17,4,2,0,0,3,0
0,1,89.0,2,27,4,1,0,0,0,1
111,3,168.3,9,16,4,2,0,0,3,1
183,0,123.3,10,28,4,2,2,0,3,0
44,1,117.15,4,23,4,2,2,0,3,1
91,0,116.1,6,18,4,1,1,3,0,0
123,0,89.92,3,30,4,3,0,0,1,0
0,0,79.0,1,26,2,2,0,0,0,1
52,0,145.24,10,23,4,3,2,0,4,0
124,1,114.3,8,11,4,3,0,0,0,1
0,0,110.0,9,19,2,2,1,0,3,1
2,0,79.0,2,13,4,1,0,3,0,0
2,1,78.0,12,17,4,1,0,3,0,1
83,2,90.32,12,26,4,3,1,0,3,1
219,0,69.33,8,12,4,2,1,0,0,0
42,0,117.9,4,2,4,1,0,0,0,1
55,0,88.0,11,2,4,4,0,3,0,1
56,0,112.2,4,8,4,5,2,0,3,0
35,3,138.0,10,9,4,1,2,0,0,1
224,1,86.62,8,1,4,2,1,0,1,1
3,0,80.0,8,28,3,0,1,0,0,1
11,1,152.67,6,2,4,3,0,0,3,1
95,0,126.9,5,7,4,1,0,0,0,0
77,2,149.4,7,3,4,5,3,0,3,1
47,0,73.8,3,21,3,0,1,0,3,1
40,1,67.5,2,14,4,1,2,3,0,0
28,2,99.87,10,12,4,2,1,0,0,1
59,1,139.5,10,19,4,3,0,0,3,0
50,0,111.6,12,27,4,1,0,0,0,0
214,0,103.5,10,7,4,2,1,0,0,0
42,1,109.31,4,28,4,3,1,3,0,1
115,0,72.25,8,20,3,2,2,0,0,1
68,1,65.29,10,17,4,4,2,0,0,1
88,0,56.94,2,29,4,3,1,0,0,0
152,1,146.7,8,13,4,1,2,0,3,0
0,1,95.0,11,6,4,1,0,0,0,1
72,1,146.7,7,27,4,2,0,0,3,1
77,2,95.7,3,22,4,4,0,0,0,0
30,0,0.0,10,8,4,0,0,0,0,1
155,0,161.1,9,1,4,3,2,1,0,0
2,1,123.68,11,21,4,3,1,1,0,1
29,0,139.6,5,20,4,2,1,0,3,0
18,0,114.0,6,12,4,0,2,0,0,0
114,1,75.0,6,1,3,3,0,0,0,1
122,0,110.24,4,2,3,1,2,1,0,1
181,0,76.5,7,1,4,4,1,0,0,0
104,0,76.5,4,15,4,2,2,3,0,0
5,4,0.0,8,24,1,2,0,0,0,1
1,1,130.94,9,20,4,1,0,0,0,1
2,0,81.6,12,17,4,2,2,0,0,1
6,0,89.0,10,3,2,0,1,0,0,1
55,1,74.8,11,11,4,5,2,3,0,0
1,0,169.33,10,9,4,2,1,0,0,1
5,0,119.0,5,31,4,2,0,3,0,1
205,0,90.0,5,29,4,1,2,0,0,0
47,1,88.4,11,16,4,4,0,0,0,1
10,1,112.33,6,21,4,3,0,3,0,1
54,1,104.4,3,31,4,3,0,0,3,1
67,1,116.1,6,9,4,3,0,3,0,1
5,2,141.5,9,8,4,3,1,3,0,1
86,0,73.95,3,20,4,2,2,0,0,1
162,1,70.0,9,17,3,3,0,0,0,1
103,1,108.34,7,11,4,2,1,0,0,1
0,0,56.0,12,22,4,1,0,3,0,1
47,3,142.2,9,2,4,2,1,0,3,1
12,2,0.0,8,17,1,1,0,0,0,1
50,0,69.0,11,10,3,4,0,0,3,1
94,2,65.45,11,23,4,2,1,0,3,1
7,1,80.3,1,13,4,1,0,0,0,1
26,1,151.0,7,2,4,1,1,0,0,0
32,2,67.5,2,6,4,1,1,3,0,1
1,1,89.3,1,9,4,1,1,0,3,1
30,1,96.3,10,12,4,3,1,0,0,1
0,0,65.0,11,23,2,1,0,0,0,1
20,2,129.0,9,24,4,1,2,3,0,1
23,1,105.0,10,18,3,3,2,0,3,1
19,1,121.75,10,1,4,3,1,0,3,1
19,0,114.0,5,7,4,1,1,3,0,0
184,0,69.9,11,24,4,3,0,3,0,0
2,2,179.0,8,6,4,1,0,0,0,1
2,1,79.0,12,14,2,1,0,0,0,1
196,0,105.3,8,28,4,1,2,0,0,0
0,0,99.0,8,11,4,1,0,0,0,1
109,2,146.7,7,10,4,0,2,0,3,1
227,2,102.85,10,4,4,5,0,0,0,0
115,1,77.18,8,3,4,4,0,0,0,1
91,0,134.1,8,21,4,0,2,0,0,1
75,0,91.38,7,28,4,3,0,0,0,1
206,1,99.21,8,28,4,5,2,0,0,0
43,2,83.85,6,8,4,1,0,0,0,1
117,1,105.3,5,5,4,3,0,0,0,1
5,1,130.0,2,3,4,1,0,0,3,1
12,1,117.04,10,1,4,2,0,3,0,1
142,2,94.5,8,3,4,1,0,3,0,1
93,1,96.3,4,20,4,2,0,0,0,1
188,1,134.4,9,28,4,4,2,0,3,0
46,0,85.5,10,24,3,3,1,0,0,1
0,0,0.0,12,31,1,1,0,0,0,1
100,2,72.25,12,12,4,1,2,0,0,1
8,0,103.0,3,6,4,2,2,0,0,1
0,0,127.0,6,26,4,0,1,0,0,1
99,0,137.7,5,1,4,1,2,0,0,0
97,1,99.45,4,27,4,4,0,0,0,1
29,2,154.93,9,25,4,1,2,0,3,1
82,0,73.9,4,3,4,3,2,0,0,1
8,0,111.35,5,25,4,1,0,0,0,0
101,2,80.75,5,17,3,3,0,0,0,1
3,1,195.0,9,26,4,1,1,0,3,1
131,1,103.5,7,7,4,1,0,3,0,1
141,0,137.7,8,22,4,2,1,0,3,0
108,0,85.85,4,15,4,3,2,0,0,0
139,0,85.5,7,2,4,1,0,3,0,0
119,1,119.28,7,18,4,6,3,0,3,1
80,0,144.0,9,19,3,2,1,0,0,1
82,1,72.25,11,2,4,3,1,0,0,0
11,1,62.91,2,13,4,1,2,0,0,1
322,0,82.79,12,30,4,3,2,0,0,0
72,1,81.3,3,16,4,3,0,0,0,1
9,1,90.5,9,21,3,1,1,0,0,1
62,0,60.0,11,25,3,4,1,0,3,1
23,2,148.0,12,30,4,2,0,0,3,1
127,0,130.05,7,25,4,3,1,0,3,1
4,2,91.5,11,19,4,1,1,3,0,1
71,1,145.0,11,10,4,2,0,3,0,1
46,1,74.8,11,3,4,3,1,3,0,1
5,2,124.0,8,15,4,1,0,0,0,1
33,0,85.5,6,20,3,2,1,0,0,1
146,2,127.8,7,8,4,1,0,0,3,1
60,1,93.6,11,14,4,1,1,0,0,1
0,0,88.94,10,11,4,0,2,0,0,1
8,1,65.0,7,26,2,1,0,0,0,1
43,1,349.63,12,29,4,3,0,1,5,1
172,0,108.9,10,4,4,3,0,0,0,0
40,0,127.16,8,28,4,5,2,0,0,1
20,0,76.0,1,10,2,0,1,0,0,1
52,1,115.09,10,31,4,5,1,0,3,1
6,1,135.5,12,24,4,1,0,1,0,1
9,1,166.0,7,13,4,3,0,0,3,1
1,1,67.0,8,30,2,2,0,0,0,1
12,1,125.0,5,30,4,0,1,0,0,1
144,1,114.3,5,6,4,2,0,0,3,0
47,0,135.0,10,11,4,2,0,0,0,1
157,2,114.3,8,10,4,3,0,0,0,0
5,1,105.0,9,26,3,2,2,0,3,1
35,0,63.0,3,12,3,3,2,0,0,1
54,2,149.4,8,19,4,2,1,0,3,1
159,1,130.5,8,7,4,1,2,0,0,0
246,1,96.73,7,20,3,3,0,0,0,0
134,0,72.25,7,26,3,4,0,0,0,1
10,2,149.0,9,19,4,1,1,0,0,1
20,0,80.0,12,27,3,2,0,0,0,1
168,2,127.0,10,1,4,1,1,0,0,0
53,1,107.1,7,3,4,1,2,3,0,1
92,4,147.9,12,6,4,10,2,0,5,1
32,1,152.1,8,6,4,2,2,0,0,0
45,1,149.4,9,9,4,1,0,0,3,1
252,2,148.58,12,28,4,9,2,0,1,0
102,0,75.0,5,16,3,2,1,0,0,1
95,0,81.5,3,23,4,3,0,3,0,1
9,1,147.3,8,6,3,1,0,0,3,1
251,1,105.64,9,3,4,5,2,0,3,0
171,0,80.75,7,11,4,4,1,3,0,0
80,2,149.4,9,17,4,3,2,0,3,1
134,2,129.6,9,22,4,3,0,0,0,1
120,0,143.1,9,20,4,5,1,0,3,0
43,1,148.13,3,25,4,2,2,1,0,0
142,0,114.3,5,22,4,1,2,0,3,1
92,2,112.5,8,22,4,0,1,0,0,1
35,0,99.0,9,26,4,0,1,3,0,0
194,0,86.75,7,15,4,1,0,0,1,0
62,1,98.55,9,4,4,2,2,0,0,0
11,0,91.5,12,2,4,2,0,3,0,1
47,0,65.0,12,16,2,1,0,0,0,1
27,0,65.0,6,29,2,1,0,0,0,1
117,1,94.5,5,3,4,2,0,3,0,1
3,0,79.0,2,7,4,0,2,3,0,0
141,1,103.5,7,14,4,3,0,3,0,1
31,0,73.9,1,19,4,3,0,0,0,1
97,0,112.6,9,8,3,3,2,0,0,1
2,1,174.0,9,9,4,3,0,0,5,1
36,2,81.9,3,10,4,1,0,0,0,1
153,1,72.25,10,16,3,2,2,3,0,1
33,0,135.9,3,24,4,2,0,0,0,1
90,1,74.8,12,24,4,3,2,3,0,1
224,1,114.9,9,4,4,4,2,0,0,0
8,1,128.0,8,22,4,1,1,3,0,1
4,0,57.75,12,1,4,2,0,3,0,1
60,0,94.5,4,17,4,0,1,3,0,1
115,1,105.3,5,16,4,2,1,0,0,1
45,1,71.1,3,10,4,2,0,3,0,1
0,0,153.0,8,8,4,1,0,0,5,1
71,0,105.0,12,6,3,4,0,0,0,1
4,0,60.4,2,14,3,0,1,3,0,0
26,0,95.0,6,11,3,1,2,0,0,1
96,1,94.35,4,9,4,3,2,0,3,1
3,0,240.0,10,11,4,1,0,0,5,0
12,2,125.0,8,20,4,3,0,0,0,1
170,1,112.2,8,11,4,3,2,0,3,0
24,2,146.0,6,9,4,2,0,0,3,1
14,0,90.0,8,25,3,3,0,0,0,1
9,0,174.25,10,22,3,1,0,0,5,1
27,1,139.0,10,5,4,2,0,0,0,1
207,0,112.5,8,17,4,2,0,0,0,0
57,0,123.55,8,29,4,8,3,0,3,0
219,0,72.25,8,17,3,3,0,0,0,1
87,1,98.25,9,15,4,3,0,0,0,1
202,1,120.0,10,15,4,1,2,0,3,0
67,0,80.75,5,30,3,3,1,0,0,1
63,0,102.6,11,18,4,1,0,0,3,0
31,1,130.5,8,26,4,1,0,0,0,0
244,1,92.4,10,30,4,1,2,3,0,1
47,2,58.94,1,31,4,2,2,0,0,1
25,2,89.89,12,10,4,2,2,0,0,1
44,0,85.5,8,24,3,2,0,0,0,1
11,0,66.0,1,30,2,1,0,0,0,1
20,0,107.67,3,19,4,1,2,3,0,1
58,1,116.1,6,10,4,2,1,3,0,1
116,0,75.27,6,30,4,3,2,3,0,1
10,0,87.0,2,22,3,3,1,0,0,1
5,1,65.0,9,26,2,0,1,0,0,1
61,0,99.9,6,26,4,0,1,0,0,0
74,2,88.2,12,2,4,2,1,3,0,1
144,1,151.2,10,4,4,5,0,0,3,0
142,1,136.85,7,5,4,5,0,0,3,1
77,0,76.5,3,31,4,3,0,3,0,0
8,0,72.0,3,10,3,5,2,0,0,1
12,0,100.87,5,30,4,2,1,0,0,0
79,1,159.3,5,13,4,2,0,0,3,0
1,0,78.52,1,23,4,1,2,0,1,1
82,0,72.25,11,21,4,1,0,0,0,1
4,1,65.0,7,18,2,1,1,0,0,1
39,0,91.13,1,1,4,2,2,0,1,1
0,0,116.45,6,28,2,1,0,0,0,1
21,1,94.35,6,12,4,1,2,0,0,1
17,1,89.71,10,2,4,2,0,0,0,1
39,0,0.0,8,14,4,2,0,1,0,1
138,1,96.3,8,27,4,1,2,0,0,1
7,2,98.6,12,26,3,1,2,1,0,1
148,0,127.8,8,21,4,2,2,0,3,1
119,0,110.0,6,7,3,1,0,0,0,1
52,1,135.9,8,2,4,5,2,0,0,1
54,0,99.9,6,20,4,0,1,0,0,0
7,0,89.0,4,11,4,0,1,3,0,1
1,1,100.1,10,12,4,2,0,3,0,1
44,0,103.95,3,17,4,2,0,0,3,1
4,1,67.0,12,20,2,3,0,0,0,1
32,0,149.4,9,11,4,1,2,0,3,0
162,1,90.9,10,25,4,4,0,0,0,1
67,1,103.14,12,27,4,3,2,0,0,1
5,0,105.0,11,1,4,2,2,0,3,1
23,0,118.0,9,8,4,1,0,3,0,0
0,3,107.0,10,19,2,4,0,0,0,1
0,2,129.0,6,18,4,1,2,3,0,1
4,1,133.0,2,4,4,2,0,0,3,1
18,0,137.67,3,19,4,1,2,0,0,0
70,2,121.55,4,4,4,3,1,0,0,1
18,0,95.0,4,18,4,1,1,0,0,0
7,0,88.27,4,10,4,1,2,0,0,1
47,0,85.5,10,18,3,3,0,0,0,1
12,0,112.42,5,30,4,2,1,0,3,0
0,0,174.0,12,6,4,1,0,0,5,1
21,2,104.43,9,12,4,5,2,0,0,1
0,0,165.0,9,1,4,3,0,0,0,1
93,1,109.83,8,13,4,1,0,0,1,1
110,4,119.85,6,13,4,5,2,0,0,1
22,2,88.4,12,19,4,3,1,0,0,1
29,1,70.88,11,14,4,5,2,0,3,1
65,0,80.75,6,9,3,3,1,0,0,1
197,0,110.43,12,29,4,4,0,0,0,1
31,0,85.5,10,4,3,1,0,0,0,1
225,0,105.3,8,13,4,1,2,0,0,0
7,2,164.0,10,7,4,3,0,0,0,1
0,3,126.0,9,19,4,2,2,0,0,1
57,0,74.8,12,15,4,4,2,3,0,0
55,1,135.9,9,18,4,0,1,0,0,1
1,0,65.6,11,24,4,1,0,3,0,1
64,2,111.6,12,26,4,2,1,0,3,1
91,2,195.0,7,18,4,2,1,1,3,1
238,1,126.9,9,21,4,2,0,0,0,0
44,2,120.6,9,12,4,1,2,0,0,1
93,1,79.2,12,18,4,1,2,3,0,1
45,1,112.8,4,17,4,1,2,0,3,0
22,0,67.52,3,6,4,3,2,0,0,1
51,0,60.0,11,14,3,1,2,0,3,1
292,1,163.63,10,23,4,4,2,0,1,0
24,1,85.0,10,17,3,3,1,0,0,1
183,1,105.3,7,16,4,1,2,0,3,0
84,0,100.33,12,31,3,3,0,1,0,1
11,0,203.5,4,24,4,2,2,0,5,0
31,1,110.7,6,8,4,2,0,0,0,0
109,1,216.0,11,8,3,4,0,0,4,0
7,0,109.0,10,26,4,1,0,0,0,1
21,1,88.4,12,20,4,5,2,0,0,1
201,1,96.62,8,12,4,4,2,0,0,0
3,2,102.0,3,3,4,3,2,0,0,1
51,0,88.0,11,2,4,4,1,3,0,0
40,2,130.9,12,4,4,2,2,0,3,1
20,2,140.33,9,21,4,5,1,3,0,1
102,1,118.8,10,6,4,1,0,0,0,0
22,2,177.0,5,21,4,1,0,0,3,1
0,1,129.0,6,4,4,1,0,3,0,1
9,0,65.91,12,5,4,1,2,0,0,1
13,1,141.33,3,28,4,2,1,0,0,1
100,2,137.7,7,18,4,1,1,0,3,1
6,0,163.67,7,4,4,2,1,0,0,0
92,2,76.5,7,1,4,4,2,0,0,1
15,2,103.44,4,27,4,3,0,0,0,1
2,1,65.0,12,17,2,1,2,0,0,1
13,1,111.85,6,5,4,0,1,0,0,1
79,0,87.3,3,4,4,2,0,0,3,0
326,2,67.5,11,24,4,3,0,3,0,0
150,1,126.86,6,30,4,6,2,0,3,0
11,1,109.0,5,7,4,1,2,3,0,1
3,0,90.0,5,23,3,1,1,0,0,1
8,1,120.47,11,7,4,3,1,0,0,1
157,0,108.66,8,31,4,3,0,0,1,0
7,1,123.2,10,20,4,3,0,0,0,1
50,0,85.85,3,28,4,3,1,0,0,1
63,2,121.5,7,24,4,1,2,0,0,1
23,2,88.0,11,17,4,2,0,3,0,1
48,0,104.4,3,31,4,3,0,0,3,1
40,0,90.27,10,21,4,4,0,1,0,1
14,2,211.0,5,15,4,0,2,0,5,1
123,0,162.0,9,20,4,5,1,0,3,0
224,0,68.61,12,25,4,5,2,3,0,0
50,2,93.6,11,18,4,2,1,0,0,1
131,0,94.5,5,12,4,2,0,3,0,0
231,0,86.63,8,11,4,2,0,0,1,0
3,1,143.0,9,5,4,1,0,0,0,1
31,0,168.63,10,19,4,1,0,0,5,0
45,0,80.3,1,23,4,1,1,0,0,1
80,1,207.9,11,11,4,2,0,1,5,1
91,1,113.7,10,23,4,4,2,0,3,1
214,0,120.9,9,29,4,3,0,0,0,0
86,1,81.86,12,30,4,3,0,0,0,1
0,0,65.0,10,12,2,0,1,0,0,1
15,0,40.67,2,12,3,2,1,0,0,1
91,2,113.4,10,3,4,1,1,0,0,1
51,2,132.6,5,10,4,5,1,0,3,1
294,0,112.5,12,26,4,0,1,1,0,1
181,0,85.5,8,25,4,1,0,3,0,0
38,0,80.0,10,13,3,3,0,0,0,1
22,0,191.0,8,21,4,3,2,0,3,0
91,0,185.85,5,13,4,2,0,0,0,0
119,0,155.7,8,7,4,6,4,0,3,0
4,0,89.0,5,8,4,0,1,3,0,1
134,1,94.5,7,17,4,0,1,3,0,0
57,3,85.5,10,28,4,2,0,0,0,1
83,1,76.5,7,6,4,5,2,0,0,0
6,2,162.33,9,18,4,1,2,0,0,1
30,0,195.53,9,24,4,2,2,0,5,0
148,0,90.9,8,22,4,4,1,3,0,0
7,2,55.0,3,2,3,2,0,0,0,1
6,1,108.0,12,12,4,0,1,0,0,1
9,1,139.0,7,6,4,1,0,0,0,1
20,0,85.0,9,11,3,1,2,3,0,1
33,1,104.0,12,8,4,3,0,0,0,1
1,2,98.0,8,23,4,0,2,0,0,1
172,1,99.9,11,12,4,1,0,0,0,1
236,0,89.0,8,2,2,5,0,0,0,1
8,0,6.0,1,28,4,2,0,0,0,1
121,1,99.45,5,2,4,3,1,0,0,1
150,0,173.25,7,7,4,3,1,1,0,0
131,1,86.9,10,21,4,2,2,0,0,1
99,1,85.5,4,8,4,2,0,3,1,0
49,2,74.8,11,13,4,3,2,3,0,1
8,0,146.0,4,21,4,3,0,0,3,1
89,0,63.58,3,24,3,3,0,0,0,1
0,1,146.0,8,13,4,3,1,0,0,1
37,1,97.0,12,19,4,1,1,0,3,1
78,0,96.3,4,9,4,1,2,0,0,1
38,1,152.1,8,10,4,1,0,0,0,1
121,0,43.5,3,19,3,2,2,0,0,1
18,0,104.0,12,23,4,1,0,0,0,1
2,0,65.0,10,2,3,2,1,0,0,1
79,0,95.0,6,24,3,2,0,0,0,1
126,2,144.5,7,13,4,4,1,1,3,1
418,0,75.0,9,26,4,2,1,0,0,0
50,0,99.45,4,11,4,3,1,0,0,0
40,1,88.2,3,20,4,1,2,3,0,1
108,1,76.5,8,24,4,2,1,0,0,1
104,0,68.42,4,19,4,3,0,0,0,1
24,1,119.0,9,25,4,2,2,3,0,0
5,0,65.0,9,22,2,1,0,0,0,1
18,0,72.9,1,26,4,3,0,0,0,1
165,0,150.45,9,2,4,3,2,0,3,0
1,0,92.0,4,6,3,1,0,1,3,1
49,4,150.3,7,1,4,2,1,0,3,1
29,2,104.5,9,1,4,2,0,3,0,1
68,1,118.8,4,26,4,2,0,0,3,1
36,2,126.9,5,21,4,2,2,0,0,1
47,1,101.7,6,21,4,3,0,0,0,1
166,0,96.3,8,27,4,1,2,0,0,0
45,2,112.5,3,18,4,2,1,0,3,1
25,1,95.0,10,10,3,1,1,0,0,1
162,1,76.5,8,28,4,2,1,0,0,0
129,1,80.75,4,11,4,3,1,3,0,1
108,1,79.2,12,10,4,1,2,3,0,0
29,1,102.0,4,14,4,3,0,3,0,1
204,0,61.38,10,9,3,2,2,0,0,1
3,0,105.0,2,21,4,0,2,0,3,1
12,1,145.0,7,11,4,1,1,0,0,1
71,0,101.87,10,7,4,2,2,0,3,0
36,1,88.63,1,27,4,3,0,0,3,1
199,0,77.89,12,28,4,4,2,0,3,0
50,1,51.0,3,5,4,10,4,0,3,0
9,3,168.0,9,8,4,1,0,0,0,1
136,1,122.4,11,22,4,2,0,0,3,0
66,0,168.3,9,9,4,2,0,0,3,0
95,1,90.3,4,17,4,1,2,0,0,1
158,0,89.25,7,24,4,2,2,3,0,0
38,2,117.9,6,30,4,3,0,0,0,1
65,1,149.4,9,9,4,2,0,0,3,1
25,2,88.0,11,17,4,3,0,3,0,1
2,2,130.0,2,6,4,2,2,0,3,1
178,2,127.5,8,10,4,3,0,0,0,0
103,0,78.3,3,18,4,2,0,0,0,1
138,1,115.6,7,18,4,4,1,0,3,1
99,2,118.8,10,19,4,4,0,0,0,1
1,0,0.0,10,1,4,0,0,3,0,1
74,2,90.23,10,31,4,3,1,0,0,1
16,1,113.67,12,4,4,2,1,0,3,1
