lead_time,avg_price_per_room,no_of_special_requests,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,arrival_year,no_of_adults,booking_status
13,93.17,1,7,19,4,2,0,2018,1,1
11,121.0,0,5,30,2,3,1,2018,1,0
116,61.0,0,2,28,3,1,2,2018,1,0
71,105.4,0,4,27,4,4,0,2018,2,1
82,123.0,2,10,21,4,4,2,2018,2,0
51,94.5,1,10,11,4,0,1,2017,2,1
1,79.0,0,2,14,4,0,1,2018,2,0
46,67.5,0,3,4,4,2,0,2018,2,0
178,100.3,0,6,4,4,3,2,2018,2,0
4,72.25,0,6,12,3,0,2,2018,2,1
26,79.2,0,12,19,4,2,1,2018,2,0
1,98.0,0,8,7,4,0,1,2018,2,1
14,73.0,0,5,27,3,1,0,2018,2,1
54,75.0,0,11,19,3,1,1,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,0
192,95.0,0,6,24,3,2,0,2018,1,1
127,90.0,0,4,28,3,3,1,2018,2,1
132,90.95,0,6,28,4,4,0,2018,2,1
54,89.46,1,3,17,4,3,1,2018,2,0
52,80.3,1,3,6,4,0,1,2018,2,1
95,121.5,1,5,21,4,1,1,2018,1,0
24,118.15,1,7,2,4,1,0,2018,2,1
17,65.0,0,4,21,2,2,0,2018,1,1
3,77.6,0,5,9,3,0,1,2018,1,1
5,100.0,0,9,20,2,0,2,2017,2,1
60,106.2,1,4,27,4,2,0,2018,2,1
102,109.0,0,10,16,3,2,0,2017,2,1
98,65.0,1,9,21,2,1,0,2018,1,1
38,78.3,1,2,12,4,2,2,2018,2,0
123,68.0,0,10,28,3,2,2,2018,2,1
54,85.5,2,9,15,4,1,0,2017,1,1
0,99.0,0,8,11,4,1,0,2017,1,1
1,108.0,0,9,4,3,1,0,2017,2,1
27,163.8,0,10,3,4,4,1,2018,2,0
210,86.0,0,10,8,3,3,1,2017,2,0
335,80.0,0,10,13,3,3,0,2018,1,1
183,100.0,0,9,8,3,3,0,2018,1,1
79,89.25,0,9,2,4,3,0,2017,2,0
76,120.0,0,10,10,3,0,1,2018,1,0
23,68.07,1,11,24,4,3,2,2018,2,1
9,95.2,1,12,28,4,4,0,2018,2,1
69,159.3,1,5,14,4,1,2,2018,3,1
7,65.0,0,12,9,2,1,0,2018,1,1
61,75.0,1,11,23,3,3,0,2018,2,1
3,100.5,1,11,19,4,1,1,2018,2,1
13,173.0,0,2,9,4,6,2,2018,2,1
8,158.0,0,10,7,4,3,0,2017,1,1
81,96.3,0,3,27,4,0,1,2018,2,1
56,86.4,0,11,3,4,3,0,2018,2,1
160,72.25,1,8,7,3,0,2,2018,2,1
4,99.0,1,4,2,4,1,0,2018,2,1
2,68.5,0,8,15,3,1,2,2017,2,0
31,74.8,0,11,17,4,3,1,2018,2,0
97,121.5,1,7,12,4,2,0,2018,2,1
134,198.9,0,5,26,4,3,0,2018,2,0
12,85.0,0,10,18,3,2,2,2017,2,1
116,109.25,1,7,12,4,5,0,2018,2,1
98,109.65,2,5,29,4,2,2,2018,2,1
0,175.0,2,9,21,4,1,0,2018,2,1
193,95.2,0,8,26,4,2,2,2018,2,0
1,127.0,1,12,30,4,3,0,2017,2,1
17,80.0,1,3,17,2,2,0,2018,2,1
101,153.0,2,10,21,4,1,0,2018,2,0
10,139.0,2,8,7,4,2,2,2018,2,1
34,48.4,0,3,3,3,3,2,2018,2,1
78,90.63,2,11,12,4,5,2,2018,2,0
56,97.2,0,10,5,4,1,0,2018,2,0
32,85.0,0,7,18,3,1,1,2018,1,1
5,78.03,0,9,7,4,2,1,2017,1,1
0,75.0,0,8,10,4,0,1,2017,2,0
286,117.0,0,9,16,3,2,0,2018,2,0
125,126.51,0,7,31,4,5,2,2018,2,1
138,80.75,0,9,11,3,1,2,2018,2,1
56,125.1,0,9,11,4,1,2,2018,2,0
137,117.3,2,12,24,4,3,2,2018,1,1
128,43.43,1,2,5,3,5,2,2018,2,1
7,116.8,1,10,21,4,2,0,2018,2,1
34,88.0,2,12,16,4,1,0,2018,2,1
0,135.0,1,6,12,4,0,1,2018,1,1
1,149.0,0,10,21,4,2,0,2018,2,1
256,76.67,0,9,14,3,2,1,2017,2,1
100,108.0,0,10,16,3,1,0,2017,2,0
86,146.6,1,11,6,4,2,2,2018,1,0
53,65.75,1,3,4,4,2,2,2018,2,1
81,90.9,0,6,23,4,1,0,2018,1,0
6,79.0,0,3,16,2,1,0,2018,1,1
346,115.0,1,9,13,3,2,0,2018,2,0
80,136.0,0,10,9,3,2,0,2017,2,1
159,70.0,0,2,13,3,1,0,2018,2,1
192,66.71,0,5,28,4,5,2,2018,2,0
127,94.5,0,8,1,4,3,1,2018,2,0
37,95.0,0,10,13,3,3,0,2018,1,1
5,99.75,0,8,15,4,2,2,2017,1,0
176,116.1,0,9,8,3,3,0,2018,1,0
36,108.0,1,10,20,4,1,0,2018,1,1
80,75.0,0,12,9,3,2,0,2018,2,1
83,119.0,2,12,23,4,2,2,2018,3,1
15,151.0,0,7,6,4,3,0,2018,2,1
49,107.1,1,3,27,4,2,2,2018,2,1
204,100.0,0,5,5,3,3,0,2018,2,0
71,120.0,0,6,14,3,3,0,2018,1,1
257,80.0,0,7,1,3,2,0,2017,1,1
266,69.36,2,12,4,3,1,2,2018,2,1
48,80.0,0,9,11,3,1,0,2017,1,1
5,130.13,0,4,28,4,1,0,2018,2,1
25,112.25,1,10,6,4,4,0,2017,2,1
221,65.0,1,10,17,3,1,2,2017,2,1
103,83.66,1,3,21,4,5,2,2018,2,0
91,140.4,0,5,13,4,2,1,2018,2,0
84,176.3,0,10,12,4,2,0,2018,3,1
43,144.9,0,8,29,4,2,1,2018,3,0
41,145.2,2,10,15,4,1,2,2018,2,1
38,81.0,0,6,19,3,1,2,2018,1,0
19,130.0,1,2,19,4,2,2,2018,3,1
26,139.0,1,9,25,4,1,2,2018,2,1
13,88.4,1,12,18,4,2,2,2018,1,1
95,90.9,2,10,31,4,0,1,2018,2,1
110,104.4,1,10,27,4,3,0,2018,2,0
317,120.0,0,9,15,3,2,0,2018,2,0
280,110.0,0,9,19,3,2,1,2018,2,0
81,152.55,1,12,7,4,4,0,2018,2,1
249,117.9,2,9,21,4,1,0,2018,2,0
17,88.0,1,11,17,4,1,0,2018,1,1
134,146.7,1,8,12,4,2,1,2018,3,1
169,130.05,0,8,11,4,3,1,2018,3,0
126,144.5,2,7,13,4,4,1,2018,2,1
0,138.0,0,8,12,4,1,0,2017,2,0
13,105.11,2,5,23,4,2,1,2018,2,1
10,173.0,2,2,27,4,1,1,2018,2,1
30,99.0,0,4,13,4,4,0,2018,2,0
18,67.22,1,2,9,4,2,0,2018,1,1
2,85.0,2,7,6,3,3,0,2018,2,1
60,60.27,0,7,3,4,5,2,2017,2,1
305,89.0,0,11,4,3,2,1,2018,2,0
71,126.0,1,5,10,3,3,0,2018,2,1
28,120.0,0,11,2,4,1,0,2018,1,1
16,64.22,0,2,5,4,2,1,2018,2,1
1,65.0,0,3,9,2,2,0,2018,1,1
2,79.0,0,3,9,2,1,0,2018,1,1
79,75.0,0,11,13,3,2,0,2017,2,1
114,75.0,0,7,1,3,2,1,2018,1,0
48,112.88,0,10,25,3,3,2,2017,2,1
245,110.0,0,7,6,3,4,2,2018,1,0
56,120.0,0,6,8,3,1,0,2018,2,1
69,120.0,0,6,12,3,4,2,2018,1,0
151,131.75,1,7,14,4,8,2,2018,3,0
216,75.0,0,4,24,3,3,2,2018,2,1
7,79.0,0,12,13,2,1,0,2018,1,1
221,90.0,0,10,17,3,1,2,2017,3,1
59,85.0,0,7,18,3,1,1,2018,1,1
4,95.0,0,10,19,2,1,1,2017,1,1
62,106.2,0,4,1,4,2,1,2018,2,1
338,87.3,0,12,15,4,3,0,2018,2,0
97,79.2,1,11,5,4,1,1,2018,2,0
126,139.5,0,8,3,4,1,0,2018,2,0
39,96.3,2,10,23,4,1,0,2017,2,1
0,70.0,0,2,10,2,1,0,2018,1,1
82,43.33,0,3,26,3,1,2,2018,2,1
305,89.0,0,11,4,3,2,1,2018,2,0
49,69.11,0,9,18,4,2,2,2017,1,1
159,70.5,0,12,29,3,4,0,2017,2,1
7,169.0,2,7,11,4,0,1,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,0
265,115.0,1,6,24,3,2,0,2018,2,0
230,98.6,1,10,30,4,3,2,2018,2,0
27,145.28,2,3,28,4,3,1,2018,2,1
141,90.0,0,9,20,3,0,1,2017,2,0
4,80.0,0,8,29,3,1,1,2018,1,1
3,65.0,1,11,13,2,1,2,2018,1,1
22,95.0,0,12,2,2,2,0,2017,1,1
5,0.0,0,10,21,4,1,0,2017,2,1
204,72.75,0,10,9,3,2,2,2017,2,1
12,85.0,0,11,1,4,4,0,2018,1,0
418,107.0,0,9,26,3,2,1,2018,2,0
52,118.0,1,8,28,4,0,1,2018,1,0
166,80.75,0,7,5,4,5,0,2018,2,0
118,88.01,1,7,8,4,1,0,2018,2,1
22,124.0,0,9,19,4,1,1,2017,2,1
116,70.0,0,2,28,3,1,2,2018,2,0
26,120.0,0,6,8,3,1,0,2018,2,1
107,127.93,0,5,28,4,2,2,2018,1,0
8,119.0,0,5,25,4,1,0,2018,2,1
15,236.14,1,9,18,4,10,4,2018,1,0
1,65.0,0,8,18,2,2,0,2017,1,1
139,129.0,1,6,4,4,1,2,2018,2,1
55,112.59,0,9,28,4,2,0,2018,2,0
22,156.0,1,5,21,4,1,0,2018,1,1
45,168.3,0,5,12,4,3,2,2018,2,1
242,95.13,1,10,28,4,2,2,2018,2,1
145,94.5,0,8,29,3,1,2,2017,2,1
191,116.0,0,6,3,3,2,1,2018,1,0
76,102.68,0,9,18,3,0,2,2018,2,0
219,108.0,0,9,4,3,1,0,2017,2,0
150,90.0,1,6,16,3,3,0,2018,2,1
336,78.0,0,9,21,3,4,1,2018,2,1
13,107.8,0,2,29,4,3,1,2018,2,1
32,168.3,2,3,26,4,1,0,2018,3,1
73,67.83,0,11,24,3,3,0,2017,1,1
97,173.7,0,11,16,4,2,0,2018,3,0
131,94.5,1,5,8,4,1,2,2018,2,1
31,81.9,1,3,14,4,1,1,2018,2,1
46,138.6,2,12,8,4,3,0,2018,3,1
52,99.0,1,3,21,4,0,1,2018,2,1
221,96.0,1,8,12,3,1,0,2018,2,1
346,115.0,1,9,13,3,2,0,2018,2,0
3,126.0,0,10,11,4,0,1,2017,2,1
335,80.0,0,10,13,3,3,0,2018,1,1
13,190.93,3,9,28,4,2,0,2018,2,1
96,138.0,0,9,28,3,1,1,2017,2,0
1,120.0,0,11,23,4,1,0,2018,2,1
17,97.77,1,8,28,4,10,4,2017,1,0
41,65.0,1,12,27,3,1,0,2018,2,1
100,154.7,1,4,13,4,4,0,2018,2,0
304,89.0,0,11,3,3,3,0,2018,2,0
26,118.0,1,3,7,3,3,1,2018,3,1
9,75.0,0,9,20,3,3,2,2017,2,1
63,107.1,2,9,1,4,3,2,2018,2,1
95,151.2,2,10,7,4,2,1,2018,3,1
94,108.0,0,10,6,4,3,1,2018,2,0
73,149.4,1,9,19,4,3,1,2018,2,0
228,115.6,2,10,5,4,4,2,2018,2,0
96,68.0,1,7,23,4,2,0,2017,1,0
275,110.0,0,4,17,3,0,2,2018,2,0
49,74.8,2,11,13,4,3,2,2018,2,1
20,122.2,0,3,19,4,3,2,2018,1,1
195,89.25,1,10,17,4,2,2,2017,2,0
243,116.45,2,10,30,4,3,2,2018,3,0
34,82.94,0,10,11,4,5,3,2017,2,1
19,90.0,0,10,6,3,3,0,2017,2,1
9,149.0,3,9,15,4,1,0,2018,2,1
64,74.61,2,12,25,4,2,2,2018,2,1
3,156.0,2,3,28,4,3,1,2018,3,1
71,120.0,0,6,14,3,3,0,2018,1,1
49,93.15,0,7,11,4,0,1,2018,2,0
67,76.5,0,7,20,4,8,3,2017,2,0
16,95.0,0,10,2,2,1,2,2018,1,1
154,113.4,0,10,7,4,2,1,2018,1,0
0,99.0,1,3,31,4,3,0,2018,2,1
179,80.75,0,7,18,4,3,1,2018,2,0
80,104.49,0,6,21,4,1,0,2018,2,0
21,123.2,1,11,10,4,1,0,2018,1,1
39,129.7,0,9,25,4,0,1,2018,1,1
1,211.0,0,3,23,4,3,0,2018,2,0
46,60.0,0,11,7,3,2,2,2017,2,1
14,129.0,2,5,23,4,0,1,2018,2,1
4,139.0,1,7,16,4,1,0,2018,2,1
72,127.65,2,10,20,4,4,2,2018,2,1
270,62.8,0,4,20,3,4,0,2018,2,0
66,95.46,2,9,5,4,3,1,2018,2,1
5,89.89,3,11,27,4,2,2,2018,2,1
32,140.0,2,10,6,4,3,1,2018,2,1
55,81.0,2,7,7,4,4,0,2017,2,0
71,120.0,0,6,14,3,3,0,2018,1,1
290,73.95,0,12,1,4,3,1,2018,2,0
61,78.3,0,3,4,4,2,1,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
113,100.0,0,5,31,2,3,0,2018,1,0
72,99.45,1,4,12,4,4,0,2018,2,1
55,87.0,0,4,6,3,1,0,2018,1,1
13,156.0,2,5,28,4,1,0,2018,2,1
11,145.53,2,9,30,4,2,0,2018,2,1
155,94.5,1,8,21,4,0,1,2018,2,1
2,88.0,0,3,9,2,1,0,2018,1,0
67,123.3,1,7,20,4,2,0,2018,2,1
88,56.1,0,10,5,3,1,1,2017,2,1
17,145.0,0,4,14,4,2,0,2018,2,0
211,143.1,1,10,7,4,2,0,2018,2,0
34,181.2,0,4,24,4,4,2,2018,1,0
28,175.4,0,6,27,4,3,1,2018,3,0
219,106.25,0,10,24,4,5,1,2018,1,0
44,96.3,0,6,18,3,1,1,2018,2,0
164,100.0,0,10,2,3,2,0,2017,1,1
1,119.0,1,6,2,2,2,0,2018,2,1
225,71.91,0,12,29,4,3,2,2018,2,0
87,134.1,0,8,14,4,2,2,2018,2,0
14,97.0,0,3,13,4,0,2,2018,2,1
11,88.5,0,10,23,3,2,2,2017,2,1
1,159.0,1,9,15,4,1,0,2018,1,1
71,80.75,0,9,20,3,2,0,2018,2,1
213,130.0,0,6,7,3,3,0,2018,2,0
177,82.88,0,8,24,4,4,0,2018,2,0
130,116.1,1,5,30,4,1,1,2018,2,1
65,126.0,1,12,7,4,2,0,2018,3,1
124,96.3,1,6,27,4,2,1,2018,2,1
133,70.04,2,8,21,4,3,2,2018,2,1
37,112.2,0,3,24,4,3,0,2018,1,0
28,133.17,0,9,29,4,3,0,2017,2,1
18,88.0,2,11,17,4,3,0,2018,2,1
0,113.33,0,11,5,4,4,2,2018,1,1
59,82.45,0,3,13,4,2,2,2018,2,0
167,104.4,1,10,26,4,5,2,2018,2,0
74,186.3,0,6,15,4,2,0,2018,3,0
28,95.0,0,5,19,2,2,0,2018,1,0
189,109.8,0,10,28,4,2,1,2018,2,0
1,78.0,1,12,13,4,3,0,2018,2,1
30,144.0,0,10,28,4,2,0,2018,2,1
89,80.75,0,10,8,3,2,2,2018,2,0
55,74.8,1,11,11,4,5,2,2018,2,0
176,108.45,1,7,28,4,4,2,2018,2,0
31,89.1,0,6,1,4,1,0,2018,2,0
133,97.92,0,9,4,3,0,2,2018,2,1
137,135.9,2,9,6,4,2,0,2018,2,1
13,114.0,2,11,16,4,1,0,2018,2,1
176,150.45,0,9,1,4,3,1,2018,3,0
175,85.5,1,7,23,4,1,1,2018,2,1
305,89.0,0,11,4,3,2,1,2018,2,0
86,90.0,0,9,9,2,3,0,2017,1,1
258,106.2,0,9,15,4,3,0,2018,2,0
102,109.0,0,10,16,3,2,0,2017,2,1
95,104.4,1,10,27,4,3,0,2018,2,1
162,105.83,1,8,15,4,3,1,2018,1,0
131,164.25,2,8,1,4,1,1,2018,2,1
150,107.95,1,8,8,4,5,2,2018,2,1
43,153.9,0,3,1,4,1,0,2018,2,0
81,94.0,0,3,25,3,2,1,2018,3,1
35,117.0,2,9,25,4,1,2,2018,2,1
128,116.32,2,7,11,4,2,1,2018,3,1
66,82.8,2,11,11,4,6,2,2018,2,1
10,195.0,2,9,30,4,1,0,2018,1,1
305,89.0,0,11,4,3,2,1,2018,2,0
15,86.0,0,2,5,2,2,0,2018,1,1
372,93.3,0,12,28,4,3,0,2018,2,0
187,119.85,1,9,22,4,3,1,2018,2,0
46,140.4,0,5,16,4,1,1,2018,2,1
19,151.0,1,7,1,4,2,1,2018,2,1
206,105.3,2,10,26,4,4,1,2018,2,0
57,90.67,1,6,10,3,2,1,2018,2,1
94,80.75,0,5,13,3,2,1,2018,2,1
138,47.25,0,8,22,3,1,2,2017,2,1
73,76.5,1,4,3,4,1,2,2018,1,1
37,95.0,0,10,13,3,3,0,2018,1,1
7,144.14,1,9,11,4,2,2,2018,2,0
257,67.15,1,12,26,4,4,1,2018,2,0
257,101.5,0,7,1,3,2,0,2017,2,0
2,106.0,2,12,14,4,1,0,2018,1,1
1,107.0,0,10,18,3,1,0,2018,1,1
59,113.41,0,4,12,4,5,2,2018,2,1
14,73.0,0,5,27,3,1,0,2018,2,1
263,110.0,0,10,21,3,2,0,2018,2,0
1,133.0,1,9,7,4,0,1,2017,1,1
125,143.1,0,9,20,4,5,1,2018,2,0
2,72.75,0,4,17,3,2,2,2018,2,1
39,75.0,0,11,1,3,4,0,2018,2,1
2,109.65,0,10,13,3,1,0,2018,1,1
1,80.0,1,1,27,4,1,0,2018,1,1
22,107.03,1,9,25,4,0,2,2018,2,1
52,56.16,0,12,17,4,1,2,2018,1,1
305,89.0,0,11,4,3,2,1,2018,2,0
47,129.99,1,8,20,4,4,2,2018,2,1
18,89.0,0,4,8,4,1,0,2018,2,0
144,97.75,0,7,6,4,4,0,2018,2,0
219,76.67,0,9,4,3,2,1,2017,1,1
61,256.1,0,7,10,4,1,2,2018,4,0
26,99.2,0,10,26,4,1,0,2018,1,0
27,108.0,0,9,30,3,2,0,2017,2,1
6,228.0,3,8,28,4,1,2,2018,2,1
43,194.3,2,11,1,4,3,0,2018,3,1
180,70.0,0,10,16,3,1,0,2017,2,0
71,98.0,0,5,10,3,3,0,2018,1,1
154,120.7,1,7,7,4,3,1,2018,2,0
301,115.0,1,7,30,3,1,1,2018,2,0
56,97.23,0,11,10,4,3,1,2018,2,1
28,152.53,0,2,1,4,10,5,2018,2,0
122,85.0,0,4,15,3,1,0,2018,2,1
91,80.0,0,4,4,3,2,1,2018,2,0
151,76.5,2,8,21,4,3,2,2017,2,1
5,116.42,0,6,26,4,3,2,2018,2,0
1,98.56,1,5,10,4,3,0,2018,1,1
32,73.0,0,11,20,3,2,0,2017,1,1
56,125.1,1,7,27,4,1,0,2018,2,1
19,90.0,0,10,6,3,3,0,2017,2,1
9,87.0,1,10,31,4,1,1,2017,2,1
65,168.3,2,8,16,4,1,0,2018,3,1
104,108.0,1,10,9,4,0,1,2018,2,0
14,131.7,1,5,30,4,5,2,2018,1,1
0,0.0,0,2,6,4,1,0,2018,1,1
93,150.45,3,5,12,4,3,2,2018,3,1
279,110.0,0,10,12,3,3,0,2018,2,0
112,100.0,0,6,2,3,2,0,2018,2,1
23,75.0,1,10,21,3,3,0,2017,2,1
66,148.5,0,4,23,4,1,1,2018,2,0
71,149.4,2,9,8,4,3,1,2018,2,1
349,90.0,0,10,4,3,5,1,2018,2,0
39,109.0,0,8,14,3,2,0,2017,2,1
3,67.0,0,3,13,2,1,2,2018,1,1
47,120.0,0,4,28,4,3,0,2018,2,1
7,126.0,1,3,23,4,4,0,2018,2,1
62,76.0,1,4,3,3,3,2,2018,2,1
219,86.5,0,8,10,4,3,0,2018,0,0
20,146.2,0,9,24,4,2,2,2018,3,0
118,110.0,0,6,6,3,1,1,2018,1,1
8,89.0,0,12,19,3,2,2,2017,2,1
19,170.33,1,6,2,4,3,0,2018,3,1
37,113.65,1,9,28,4,1,0,2018,2,1
162,103.5,0,8,8,4,2,1,2018,1,0
214,96.3,1,8,11,4,3,0,2018,2,0
100,94.5,1,7,23,4,1,2,2018,2,1
262,63.75,0,12,26,4,3,1,2018,2,0
26,120.0,0,6,8,3,1,0,2018,2,1
148,104.4,1,10,27,4,3,0,2018,2,0
184,90.95,1,8,27,4,2,2,2018,2,1
37,105.0,0,10,13,3,3,0,2018,2,1
56,120.0,0,6,8,3,1,0,2018,2,1
70,107.95,2,4,16,4,2,2,2018,2,1
12,65.0,0,8,5,2,3,0,2017,2,1
44,91.58,0,2,18,3,3,1,2018,2,1
63,103.95,2,9,4,4,2,2,2018,2,1
1,96.0,2,8,10,4,0,1,2017,2,1
166,130.0,0,11,1,3,3,0,2018,2,0
181,120.0,0,10,11,3,2,0,2018,1,0
102,105.9,0,7,25,3,4,1,2018,3,1
86,120.0,0,9,24,3,1,0,2017,2,1
72,84.15,0,12,26,3,3,1,2018,2,1
180,100.0,1,5,2,3,1,1,2018,2,1
78,132.3,1,10,7,4,2,0,2018,2,0
256,90.0,0,6,15,3,2,0,2018,1,1
119,102.6,0,12,24,4,1,1,2018,2,0
12,131.0,0,6,27,4,3,1,2018,3,1
47,78.3,1,2,7,4,0,2,2018,2,0
13,88.0,0,12,17,4,1,1,2018,2,1
0,106.4,0,6,27,3,0,1,2018,1,1
15,141.68,1,9,15,4,2,0,2018,2,1
18,75.0,2,12,18,4,1,0,2017,2,1
96,99.45,0,4,27,4,4,2,2018,2,0
178,122.4,2,10,6,4,3,0,2018,2,0
134,65.0,0,12,4,3,2,2,2017,2,1
31,63.0,1,12,11,3,2,1,2017,2,1
71,120.0,0,6,14,3,3,0,2018,1,1
146,106.25,2,6,28,4,5,0,2018,2,1
166,107.95,0,7,24,3,2,2,2018,2,0
185,79.2,0,12,16,4,2,1,2018,2,0
107,95.0,0,10,3,3,3,1,2018,2,1
110,76.5,1,4,9,4,2,2,2018,2,0
100,72.25,1,4,18,4,3,1,2018,2,1
102,101.5,0,10,16,3,2,0,2017,2,0
47,99.9,0,4,12,4,1,0,2018,1,0
40,70.0,0,10,5,3,1,1,2017,2,1
377,115.0,1,10,14,3,2,0,2018,2,0
2,142.0,2,12,1,4,2,0,2018,2,1
156,72.25,1,7,16,3,2,2,2018,2,1
56,142.2,0,8,28,4,1,2,2018,3,0
22,288.0,2,8,19,4,2,0,2018,2,1
13,92.0,0,10,31,4,4,1,2018,1,0
37,175.5,1,10,15,4,1,1,2018,3,1
0,65.0,0,8,29,2,2,1,2018,1,1
193,120.0,0,6,20,3,2,1,2018,2,0
66,89.25,2,10,19,4,3,1,2017,2,1
19,80.0,0,10,6,3,3,0,2017,1,1
11,140.0,1,4,24,4,0,2,2018,2,1
7,66.0,0,2,18,2,1,0,2018,1,1
126,76.58,1,5,4,4,4,0,2018,2,1
40,150.12,2,10,21,4,4,1,2017,2,1
202,90.0,0,5,29,3,1,2,2018,2,0
120,118.8,0,9,1,4,3,1,2018,2,0
29,85.0,0,12,2,2,2,0,2018,2,1
6,104.0,0,4,16,4,1,1,2018,2,0
6,140.0,0,3,4,4,1,0,2018,3,1
197,113.4,0,12,21,3,4,1,2018,2,1
12,93.0,2,2,7,4,0,1,2018,2,1
92,147.9,4,12,6,4,10,2,2018,2,1
139,116.45,0,7,11,4,4,1,2018,2,0
32,95.0,0,10,10,2,0,1,2018,1,1
13,90.0,0,5,9,3,2,1,2018,1,1
36,135.9,1,8,11,4,1,0,2018,2,0
21,150.45,0,11,2,4,3,1,2017,2,1
346,115.0,1,9,13,3,2,0,2018,2,0
11,78.8,0,6,14,4,1,0,2018,1,1
219,84.0,0,9,4,3,1,0,2017,1,1
39,109.0,0,8,14,3,2,0,2017,2,1
0,75.0,0,3,24,3,1,0,2018,1,1
98,90.45,1,10,30,4,2,2,2018,1,1
37,95.0,0,10,13,3,3,0,2018,1,1
150,114.3,0,5,6,4,2,1,2018,2,1
103,134.1,0,8,29,4,1,1,2018,2,0
170,114.75,2,8,3,4,5,2,2018,2,0
92,81.95,0,6,20,4,3,1,2018,2,1
15,86.0,0,2,5,2,2,0,2018,1,1
95,149.4,1,9,26,4,2,1,2018,2,1
192,95.0,0,6,24,3,2,0,2018,1,0
320,90.0,0,8,18,3,2,0,2018,1,1
6,126.0,2,10,5,4,0,1,2017,2,1
12,72.0,0,10,4,3,0,1,2017,2,1
195,147.0,0,8,23,4,5,1,2018,2,0
13,208.83,3,7,19,4,3,0,2018,2,1
209,119.85,2,9,17,4,2,2,2018,2,0
22,62.0,0,11,17,2,1,0,2017,1,1
304,89.0,0,11,3,3,3,0,2018,2,0
137,75.66,1,11,16,4,4,2,2018,1,1
60,60.0,1,1,29,3,2,0,2018,2,1
42,60.0,0,11,2,3,4,1,2017,2,1
164,100.0,0,10,2,3,2,0,2017,1,1
314,75.0,0,10,12,3,3,0,2018,2,0
70,87.3,0,2,18,4,3,0,2018,2,1
75,105.0,0,10,30,3,0,2,2018,2,0
27,129.0,0,3,22,4,3,0,2018,2,0
160,137.7,0,7,14,4,3,0,2018,3,0
107,96.9,0,8,20,3,1,2,2018,3,0
18,48.5,0,11,17,4,3,1,2018,1,0
172,95.0,0,6,24,3,2,0,2018,1,0
16,283.67,1,8,19,4,2,1,2018,2,1
129,76.3,1,7,4,4,5,2,2018,2,1
12,65.0,0,6,14,2,2,0,2018,1,1
145,118.8,0,9,16,4,2,2,2018,2,0
28,169.0,1,7,27,4,1,0,2018,2,1
29,71.3,0,3,23,3,5,2,2018,1,1
0,55.76,0,11,25,4,1,0,2018,1,1
94,85.5,1,4,13,4,2,0,2018,2,1
87,91.0,3,11,13,4,2,2,2018,2,1
19,171.0,2,3,11,4,2,1,2018,2,1
259,90.0,0,5,5,3,3,0,2018,2,0
37,125.55,0,10,2,4,3,2,2018,1,0
32,143.28,0,11,8,4,2,0,2018,1,0
66,85.0,1,2,8,3,2,1,2018,3,1
0,115.0,0,8,10,4,2,1,2017,2,1
197,72.25,1,8,24,3,3,0,2018,2,1
1,121.0,0,9,23,3,1,0,2017,1,1
92,90.0,0,11,11,3,1,0,2018,2,1
148,67.0,0,12,30,3,4,1,2017,2,1
77,145.8,1,11,6,4,2,2,2018,1,1
265,100.3,0,10,9,4,3,2,2018,2,0
212,88.4,0,12,29,4,4,2,2018,2,0
359,78.0,1,10,14,3,3,2,2018,2,1
12,90.0,2,8,29,4,1,0,2017,2,1
81,76.5,1,7,27,4,2,1,2017,2,0
55,104.0,0,4,6,3,1,0,2018,2,1
0,153.0,0,8,9,4,0,2,2017,2,1
70,78.3,0,3,12,4,1,2,2018,2,0
11,258.0,3,5,20,4,2,0,2018,3,1
158,80.75,0,9,17,3,1,2,2018,2,1
171,81.25,2,7,22,3,6,2,2018,2,0
17,81.0,0,1,24,4,6,4,2018,1,1
118,187.85,0,5,24,4,4,0,2018,2,0
320,115.0,1,8,18,3,2,0,2018,2,0
59,80.75,0,10,9,3,1,2,2018,2,1
68,105.3,2,3,19,4,1,2,2018,2,1
92,72.25,2,7,15,3,3,2,2018,2,1
248,83.38,2,10,13,4,3,2,2018,2,1
0,114.0,0,9,13,4,0,1,2017,2,1
0,0.0,0,9,1,1,1,0,2017,2,1
18,65.0,1,6,20,2,0,1,2018,1,1
143,100.3,0,6,2,4,3,2,2018,2,0
8,130.0,0,11,5,3,1,0,2018,2,1
114,89.25,0,7,13,4,4,0,2018,2,1
80,85.0,0,9,4,3,4,2,2018,1,1
211,100.0,0,5,20,3,2,0,2018,2,0
5,126.75,0,4,4,4,5,3,2018,2,0
141,72.76,1,5,23,4,0,1,2018,2,1
66,119.85,1,5,8,4,3,2,2018,2,1
3,54.75,1,10,1,3,3,1,2017,2,1
80,75.0,1,12,5,3,1,1,2018,2,1
16,109.0,1,3,17,4,3,0,2018,2,1
73,100.0,1,9,15,2,1,0,2018,2,0
0,201.16,1,9,21,4,1,0,2018,3,1
40,131.4,0,3,18,4,2,0,2018,3,1
59,70.72,0,11,17,4,3,0,2018,2,1
39,60.0,0,10,30,3,2,1,2017,2,1
